Cluster	Name	GO terms	GO source	Description (Direct description or transfer from target)
2	Zm00001d048382	GO:0009507 chloroplast		
2	Zm00001d038570	GO:0034728 nucleosome organization	 --- 	 --- 
2	Zm00001d038570	GO:0042393 histone binding		
2	Zm00001d038570	GO:0050684 regulation of mRNA processing		
2	Zm00001d038570	GO:0019048 modulation by virus of host morphology or physiology		
2	Zm00001d038570	GO:0031491 nucleosome binding		
2	Zm00001d038570	GO:0009793 embryo development ending in seed dormancy		
2	Zm00001d038570	GO:0008023 transcription elongation factor complex		
2	Zm00001d038570	GO:0003677 DNA binding		
2	Zm00001d038570	GO:0032968 positive regulation of transcription elongation from RNA polymerase II promoter		
2	Zm00001d038570	GO:0044710 single-organism metabolic process		
2	Zm00001d038570	GO:0070827 chromatin maintenance		
2	Zm00001d038570	GO:0006342 chromatin silencing		
2	Zm00001d038570	GO:0016021 integral component of membrane		
2	Zm00001d038570	GO:0042789 mRNA transcription from RNA polymerase II promoter		
2	Zm00001d038570	GO:0016788 hydrolase activity, acting on ester bonds		
2	Zm00001d038570	GO:0035327 transcriptionally active chromatin		
2	Zm00001d038570	GO:0044703 multi-organism reproductive process		
2	Zm00001d038570	GO:0006338 chromatin remodeling		
2	Zm00001d038570	GO:0003700 transcription factor activity, sequence-specific DNA binding		
2	Zm00001d038570	GO:0005829 cytosol		
2	Zm00001d038570	GO:0000991 transcription factor activity, core RNA polymerase II binding		
2	Zm00001d038570	GO:0003746 translation elongation factor activity		
2	Zm00001d038570	GO:0006414 translational elongation		
2	Zm00001d035087	GO:0042545 cell wall modification	 --- 	 --- 
2	Zm00001d035087	GO:0009664 plant-type cell wall organization		
2	Zm00001d035087	GO:0044710 single-organism metabolic process		
2	Zm00001d035087	GO:0032501 multicellular organismal process		
2	Zm00001d035087	GO:0022625 cytosolic large ribosomal subunit		
2	Zm00001d035087	GO:0005634 nucleus		
2	Zm00001d035087	GO:0005811 lipid particle		
2	Zm00001d035087	GO:0003735 structural constituent of ribosome		
2	Zm00001d035087	GO:0005886 plasma membrane		
2	Zm00001d035087	GO:0002181 cytoplasmic translation		
2	Zm00001d035087	GO:0045860 positive regulation of protein kinase activity		
2	Zm00001d035087	GO:0030295 protein kinase activator activity		
2	Zm00001d035087	GO:0006414 translational elongation		
2	Zm00001d010566	GO:0005794 Golgi apparatus	 --- 	 --- 
2	Zm00001d010566	GO:0044710 single-organism metabolic process		
2	Zm00001d010566	GO:0022627 cytosolic small ribosomal subunit		
2	Zm00001d010566	GO:0005730 nucleolus		
2	Zm00001d010566	GO:0042256 mature ribosome assembly		
2	Zm00001d010566	GO:0090304 nucleic acid metabolic process		
2	Zm00001d010566	GO:0003735 structural constituent of ribosome		
2	Zm00001d010566	GO:0065007 biological regulation		
2	Zm00001d010566	GO:0042788 polysomal ribosome		
2	Zm00001d010566	GO:0006412 translation		
2	Zm00001d047493	GO:0042545 cell wall modification	 --- 	 --- 
2	Zm00001d047493	GO:0009664 plant-type cell wall organization		
2	Zm00001d047493	GO:0044710 single-organism metabolic process		
2	Zm00001d047493	GO:0006414 translational elongation		
2	Zm00001d047493	GO:0022627 cytosolic small ribosomal subunit		
2	Zm00001d047493	GO:0003735 structural constituent of ribosome		
2	Zm00001d047493	GO:0000461 endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)		
2	Zm00001d047493	GO:0065007 biological regulation		
2	Zm00001d047493	GO:0000447 endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)		
2	Zm00001d047493	GO:0016925 protein sumoylation		
2	Zm00001d031908	GO:0009579 thylakoid	 --- 	 --- 
2	Zm00001d031908	GO:0071329 cellular response to sucrose stimulus		
2	Zm00001d031908	GO:0035195 gene silencing by miRNA		
2	Zm00001d031908	GO:0009407 toxin catabolic process		
2	Zm00001d031908	GO:0071493 cellular response to UV-B		
2	Zm00001d031908	GO:0046688 response to copper ion		
2	Zm00001d031908	GO:0071472 cellular response to salt stress		
2	Zm00001d031908	GO:0009570 chloroplast stroma		
2	Zm00001d031908	GO:0071484 cellular response to light intensity		
2	Zm00001d031908	GO:0048046 apoplast		
2	Zm00001d031908	GO:0019430 removal of superoxide radicals		
2	Zm00001d031908	GO:0008270 zinc ion binding		
2	Zm00001d031908	GO:0071457 cellular response to ozone		
2	Zm00001d031908	GO:0010039 response to iron ion		
2	Zm00001d031908	GO:0004784 superoxide dismutase activity		
2	Zm00001d031908	GO:0005507 copper ion binding		
2	Zm00001d031908	GO:0055114 oxidation-reduction process		
2	Zm00001d031908	GO:0005615 extracellular space		
2	Zm00001d009848	GO:0022625 cytosolic large ribosomal subunit	 --- 	 --- 
2	Zm00001d009848	GO:0009220 pyrimidine ribonucleotide biosynthetic process		
2	Zm00001d009848	GO:0005774 vacuolar membrane		
2	Zm00001d009848	GO:0003735 structural constituent of ribosome		
2	Zm00001d009848	GO:0003723 RNA binding		
2	Zm00001d009848	GO:0005886 plasma membrane		
2	Zm00001d009848	GO:0006412 translation		
2	Zm00001d009848	GO:0009506 plasmodesma		
2	Zm00001d009848	GO:0009507 chloroplast		
2	Zm00001d025413	GO:0042545 cell wall modification	 --- 	 --- 
2	Zm00001d025413	GO:0000028 ribosomal small subunit assembly		
2	Zm00001d025413	GO:0006810 transport		
2	Zm00001d025413	GO:0022627 cytosolic small ribosomal subunit		
2	Zm00001d025413	GO:0009664 plant-type cell wall organization		
2	Zm00001d025413	GO:0005618 cell wall		
2	Zm00001d025413	GO:0016020 membrane		
2	Zm00001d025413	GO:0042256 mature ribosome assembly		
2	Zm00001d025413	GO:0003735 structural constituent of ribosome		
2	Zm00001d025413	GO:0009507 chloroplast		
2	Zm00001d025413	GO:0006412 translation		
2	Zm00001d025413	GO:0003729 mRNA binding		
2	Zm00001d028622	GO:0052541 plant-type cell wall cellulose metabolic process	 --- 	 --- 
2	Zm00001d028622	GO:0044710 single-organism metabolic process		
2	Zm00001d028622	GO:0052546 cell wall pectin metabolic process		
2	Zm00001d028622	GO:0005730 nucleolus		
2	Zm00001d028622	GO:0005618 cell wall		
2	Zm00001d028622	GO:0005886 plasma membrane		
2	Zm00001d028622	GO:0005774 vacuolar membrane		
2	Zm00001d028622	GO:0003735 structural constituent of ribosome		
2	Zm00001d028622	GO:0001510 RNA methylation		
2	Zm00001d028622	GO:0022625 cytosolic large ribosomal subunit		
2	Zm00001d028622	GO:0006412 translation		
2	Zm00001d028622	GO:0009506 plasmodesma		
2	Zm00001d008975	GO:0005783 endoplasmic reticulum	 --- 	 --- 
2	Zm00001d008975	GO:0003676 nucleic acid binding		
2	Zm00001d008975	GO:0009651 response to salt stress		
2	Zm00001d008975	GO:0006096 glycolytic process		
2	Zm00001d008975	GO:0006094 gluconeogenesis		
2	Zm00001d008975	GO:0009944 polarity specification of adaxial/abaxial axis		
2	Zm00001d008975	GO:0009616 virus induced gene silencing		
2	Zm00001d008975	GO:0006346 methylation-dependent chromatin silencing		
2	Zm00001d008975	GO:0048513 animal organ development		
2	Zm00001d008975	GO:0046686 response to cadmium ion		
2	Zm00001d008975	GO:0016246 RNA interference		
2	Zm00001d008975	GO:0048646 anatomical structure formation involved in morphogenesis		
2	Zm00001d008975	GO:0006422 aspartyl-tRNA aminoacylation		
2	Zm00001d008975	GO:0050832 defense response to fungus		
2	Zm00001d008975	GO:0010014 meristem initiation		
2	Zm00001d008975	GO:0004815 aspartate-tRNA ligase activity		
2	Zm00001d008975	GO:0000741 karyogamy		
2	Zm00001d008975	GO:0009506 plasmodesma		
2	Zm00001d008975	GO:0010050 vegetative phase change		
2	Zm00001d008975	GO:0051604 protein maturation		
2	Zm00001d008975	GO:0010075 regulation of meristem growth		
2	Zm00001d008975	GO:0009560 embryo sac egg cell differentiation		
2	Zm00001d008975	GO:2000026 regulation of multicellular organismal development		
2	Zm00001d008975	GO:0005524 ATP binding		
2	Zm00001d008975	GO:0009855 determination of bilateral symmetry		
2	Zm00001d008975	GO:0006007 glucose catabolic process		
2	Zm00001d008975	GO:0005829 cytosol		
2	Zm00001d049668	GO:0005730 nucleolus	 --- 	 --- 
2	Zm00001d049668	GO:0000911 cytokinesis by cell plate formation		
2	Zm00001d049668	GO:0044710 single-organism metabolic process		
2	Zm00001d049668	GO:0016020 membrane		
2	Zm00001d049668	GO:0022627 cytosolic small ribosomal subunit		
2	Zm00001d049668	GO:0009664 plant-type cell wall organization		
2	Zm00001d049668	GO:0010090 trichome morphogenesis		
2	Zm00001d049668	GO:0009965 leaf morphogenesis		
2	Zm00001d049668	GO:0006412 translation		
2	Zm00001d049668	GO:0003735 structural constituent of ribosome		
2	Zm00001d049668	GO:0005618 cell wall		
2	Zm00001d049668	GO:0009913 epidermal cell differentiation		
2	Zm00001d049668	GO:0001510 RNA methylation		
2	Zm00001d049668	GO:0009507 chloroplast		
2	Zm00001d049668	GO:0042545 cell wall modification		
2	Zm00001d049668	GO:0048646 anatomical structure formation involved in morphogenesis		
2	Zm00001d049668	GO:0005783 endoplasmic reticulum		
2	Zm00001d033128	GO:0032502 developmental process	 --- 	 --- 
2	Zm00001d033128	GO:0005794 Golgi apparatus		
2	Zm00001d033128	GO:0044710 single-organism metabolic process		
2	Zm00001d033128	GO:0042788 polysomal ribosome		
2	Zm00001d033128	GO:0071493 cellular response to UV-B		
2	Zm00001d033128	GO:0022625 cytosolic large ribosomal subunit		
2	Zm00001d033128	GO:0009941 chloroplast envelope		
2	Zm00001d033128	GO:0005730 nucleolus		
2	Zm00001d033128	GO:0005774 vacuolar membrane		
2	Zm00001d033128	GO:0003735 structural constituent of ribosome		
2	Zm00001d033128	GO:0003723 RNA binding		
2	Zm00001d033128	GO:0005886 plasma membrane		
2	Zm00001d033128	GO:0001510 RNA methylation		
2	Zm00001d033128	GO:0042256 mature ribosome assembly		
2	Zm00001d033128	GO:0006412 translation		
2	Zm00001d033128	GO:0000027 ribosomal large subunit assembly		
2	Zm00001d030691	GO:0044710 single-organism metabolic process	 --- 	 --- 
2	Zm00001d030691	GO:0042788 polysomal ribosome		
2	Zm00001d030691	GO:0005730 nucleolus		
2	Zm00001d030691	GO:0022625 cytosolic large ribosomal subunit		
2	Zm00001d030691	GO:0005774 vacuolar membrane		
2	Zm00001d030691	GO:0003735 structural constituent of ribosome		
2	Zm00001d030691	GO:0003723 RNA binding		
2	Zm00001d030691	GO:0005886 plasma membrane		
2	Zm00001d030691	GO:0002181 cytoplasmic translation		
2	Zm00001d030691	GO:0042256 mature ribosome assembly		
2	Zm00001d030691	GO:0009507 chloroplast		
2	Zm00001d003127	GO:0005730 nucleolus	 --- 	 --- 
2	Zm00001d003127	GO:0006139 nucleobase-containing compound metabolic process		
2	Zm00001d003127	GO:0044710 single-organism metabolic process		
2	Zm00001d003127	GO:0006412 translation		
2	Zm00001d003127	GO:0022625 cytosolic large ribosomal subunit		
2	Zm00001d003127	GO:0005618 cell wall		
2	Zm00001d003127	GO:0016020 membrane		
2	Zm00001d003127	GO:0000166 nucleotide binding		
2	Zm00001d003127	GO:0003735 structural constituent of ribosome		
2	Zm00001d003127	GO:0003723 RNA binding		
2	Zm00001d003127	GO:0009409 response to cold		
2	Zm00001d003127	GO:0009644 response to high light intensity		
2	Zm00001d003127	GO:0006979 response to oxidative stress		
2	Zm00001d003127	GO:0000027 ribosomal large subunit assembly		
2	Zm00001d042772	GO:0005730 nucleolus	 --- 	 --- 
2	Zm00001d042772	GO:0044710 single-organism metabolic process		
2	Zm00001d042772	GO:0002119 nematode larval development		
2	Zm00001d042772	GO:0000279 M phase		
2	Zm00001d042772	GO:0051298 centrosome duplication		
2	Zm00001d042772	GO:0022625 cytosolic large ribosomal subunit		
2	Zm00001d042772	GO:0048569 post-embryonic organ development		
2	Zm00001d042772	GO:0000470 maturation of LSU-rRNA		
2	Zm00001d042772	GO:0040010 positive regulation of growth rate		
2	Zm00001d042772	GO:0009955 adaxial/abaxial pattern specification		
2	Zm00001d042772	GO:0009506 plasmodesma		
2	Zm00001d042772	GO:0003735 structural constituent of ribosome		
2	Zm00001d042772	GO:0009792 embryo development ending in birth or egg hatching		
2	Zm00001d042772	GO:0003723 RNA binding		
2	Zm00001d042772	GO:0005886 plasma membrane		
2	Zm00001d042772	GO:0001510 RNA methylation		
2	Zm00001d042772	GO:0005811 lipid particle		
2	Zm00001d042772	GO:0000022 mitotic spindle elongation		
2	Zm00001d042772	GO:0006412 translation		
2	Zm00001d042772	GO:0006915 apoptotic process		
2	Zm00001d051644	GO:0048312 intracellular distribution of mitochondria	 --- 	 --- 
2	Zm00001d051644	GO:0009507 chloroplast		
2	Zm00001d051644	GO:0006413 translational initiation		
2	Zm00001d051644	GO:0003743 translation initiation factor activity		
2	Zm00001d051644	GO:0005886 plasma membrane		
2	Zm00001d023741	GO:0006450 regulation of translational fidelity	 --- 	 --- 
2	Zm00001d023741	GO:0006457 protein folding		
2	Zm00001d023741	GO:0043524 negative regulation of neuron apoptotic process		
2	Zm00001d023741	GO:0002161 aminoacyl-tRNA editing activity		
2	Zm00001d023741	GO:0009651 response to salt stress		
2	Zm00001d023741	GO:0014075 response to amine		
2	Zm00001d023741	GO:0016597 amino acid binding		
2	Zm00001d023741	GO:0006096 glycolytic process		
2	Zm00001d023741	GO:0006094 gluconeogenesis		
2	Zm00001d023741	GO:0043200 response to amino acid		
2	Zm00001d023741	GO:0004813 alanine-tRNA ligase activity		
2	Zm00001d023741	GO:0000049 tRNA binding		
2	Zm00001d023741	GO:0050885 neuromuscular process controlling balance		
2	Zm00001d023741	GO:0001942 hair follicle development		
2	Zm00001d023741	GO:0005739 mitochondrion		
2	Zm00001d023741	GO:0046686 response to cadmium ion		
2	Zm00001d023741	GO:0046872 metal ion binding		
2	Zm00001d023741	GO:0009909 regulation of flower development		
2	Zm00001d023741	GO:0005524 ATP binding		
2	Zm00001d023741	GO:0006984 ER-nucleus signaling pathway		
2	Zm00001d023741	GO:0042180 cellular ketone metabolic process		
2	Zm00001d023741	GO:0070143 mitochondrial alanyl-tRNA aminoacylation		
2	Zm00001d023741	GO:0044106 cellular amine metabolic process		
2	Zm00001d023741	GO:0006400 tRNA modification		
2	Zm00001d023741	GO:0009507 chloroplast		
2	Zm00001d023741	GO:0010074 maintenance of meristem identity		
2	Zm00001d023741	GO:0030968 endoplasmic reticulum unfolded protein response		
2	Zm00001d023741	GO:0005829 cytosol		
2	Zm00001d023741	GO:0006499 N-terminal protein myristoylation		
2	Zm00001d023741	GO:0006406 mRNA export from nucleus		
2	Zm00001d023741	GO:0051604 protein maturation		
2	Zm00001d023741	GO:0021680 cerebellar Purkinje cell layer development		
2	Zm00001d037875	GO:0009207 purine ribonucleoside triphosphate catabolic process	 --- 	 --- 
2	Zm00001d037875	GO:0006414 translational elongation		
2	Zm00001d037875	GO:0046039 GTP metabolic process		
2	Zm00001d037875	GO:0005730 nucleolus		
2	Zm00001d037875	GO:0005773 vacuole		
2	Zm00001d037875	GO:0009154 purine ribonucleotide catabolic process		
2	Zm00001d037875	GO:0003924 GTPase activity		
2	Zm00001d037875	GO:0005739 mitochondrion		
2	Zm00001d037875	GO:1901069 guanosine-containing compound catabolic process		
2	Zm00001d037875	GO:0005886 plasma membrane		
2	Zm00001d037875	GO:0046686 response to cadmium ion		
2	Zm00001d037875	GO:0003746 translation elongation factor activity		
2	Zm00001d037875	GO:0009507 chloroplast		
2	Zm00001d037875	GO:0005525 GTP binding		
2	Zm00001d043606	GO:0032502 developmental process	 --- 	 --- 
2	Zm00001d043606	GO:0044710 single-organism metabolic process		
2	Zm00001d043606	GO:0032501 multicellular organismal process		
2	Zm00001d043606	GO:0022627 cytosolic small ribosomal subunit		
2	Zm00001d043606	GO:0005730 nucleolus		
2	Zm00001d043606	GO:0005618 cell wall		
2	Zm00001d043606	GO:0042255 ribosome assembly		
2	Zm00001d043606	GO:0005774 vacuolar membrane		
2	Zm00001d043606	GO:0003735 structural constituent of ribosome		
2	Zm00001d043606	GO:0000462 maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)		
2	Zm00001d043606	GO:0005886 plasma membrane		
2	Zm00001d043606	GO:0000166 nucleotide binding		
2	Zm00001d043606	GO:0006412 translation		
2	Zm00001d043606	GO:0009507 chloroplast		
2	Zm00001d035094	GO:0005730 nucleolus	 --- 	 --- 
2	Zm00001d035094	GO:0070181 small ribosomal subunit rRNA binding		
2	Zm00001d035094	GO:0044710 single-organism metabolic process		
2	Zm00001d035094	GO:0016020 membrane		
2	Zm00001d035094	GO:0022627 cytosolic small ribosomal subunit		
2	Zm00001d035094	GO:0000911 cytokinesis by cell plate formation		
2	Zm00001d035094	GO:0010090 trichome morphogenesis		
2	Zm00001d035094	GO:0009965 leaf morphogenesis		
2	Zm00001d035094	GO:0006412 translation		
2	Zm00001d035094	GO:0003735 structural constituent of ribosome		
2	Zm00001d035094	GO:0009664 plant-type cell wall organization		
2	Zm00001d035094	GO:0009913 epidermal cell differentiation		
2	Zm00001d035094	GO:0005618 cell wall		
2	Zm00001d035094	GO:0001510 RNA methylation		
2	Zm00001d035094	GO:0009507 chloroplast		
2	Zm00001d035094	GO:0042545 cell wall modification		
2	Zm00001d035094	GO:0048646 anatomical structure formation involved in morphogenesis		
2	Zm00001d035094	GO:0005783 endoplasmic reticulum		
2	Zm00001d047958	GO:0046540 U4/U6 x U5 tri-snRNP complex	 --- 	 --- 
2	Zm00001d047958	GO:0032040 small-subunit processome		
2	Zm00001d047958	GO:0031428 box C/D snoRNP complex		
2	Zm00001d047958	GO:0022625 cytosolic large ribosomal subunit		
2	Zm00001d047958	GO:0071011 precatalytic spliceosome		
2	Zm00001d047958	GO:0045292 mRNA cis splicing, via spliceosome		
2	Zm00001d047958	GO:0000462 maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)		
2	Zm00001d047958	GO:0003723 RNA binding		
2	Zm00001d047958	GO:0000470 maturation of LSU-rRNA		
2	Zm00001d047958	GO:0006412 translation		
2	Zm00001d003333	GO:0006139 nucleobase-containing compound metabolic process	 --- 	 --- 
2	Zm00001d003333	GO:0016021 integral component of membrane		
2	Zm00001d003333	GO:0003746 translation elongation factor activity		
2	Zm00001d003333	GO:0006414 translational elongation		
2	Zm00001d003333	GO:0016874 ligase activity		
2	Zm00001d003333	GO:0050789 regulation of biological process		
2	Zm00001d006351	GO:0048830 adventitious root development	 --- 	 --- 
2	Zm00001d006351	GO:0019048 modulation by virus of host morphology or physiology		
2	Zm00001d006351	GO:0010589 leaf proximal/distal pattern formation		
2	Zm00001d006351	GO:0019898 extrinsic component of membrane		
2	Zm00001d006351	GO:0090305 nucleic acid phosphodiester bond hydrolysis		
2	Zm00001d006351	GO:0031361 integral component of thylakoid membrane		
2	Zm00001d006351	GO:0051301 cell division		
2	Zm00001d006351	GO:0007062 sister chromatid cohesion		
2	Zm00001d006351	GO:0009733 response to auxin		
2	Zm00001d006351	GO:0006306 DNA methylation		
2	Zm00001d006351	GO:0009616 virus induced gene silencing		
2	Zm00001d006351	GO:0048864 stem cell development		
2	Zm00001d006351	GO:0045010 actin nucleation		
2	Zm00001d006351	GO:0005634 nucleus		
2	Zm00001d006351	GO:0009965 leaf morphogenesis		
2	Zm00001d006351	GO:0004521 endoribonuclease activity		
2	Zm00001d006351	GO:0006346 methylation-dependent chromatin silencing		
2	Zm00001d006351	GO:0010218 response to far red light		
2	Zm00001d006351	GO:0030529 intracellular ribonucleoprotein complex		
2	Zm00001d006351	GO:0071555 cell wall organization		
2	Zm00001d006351	GO:0009926 auxin polar transport		
2	Zm00001d006351	GO:0010586 miRNA metabolic process		
2	Zm00001d006351	GO:0048646 anatomical structure formation involved in morphogenesis		
2	Zm00001d006351	GO:0009880 embryonic pattern specification		
2	Zm00001d006351	GO:0048765 root hair cell differentiation		
2	Zm00001d006351	GO:0019827 stem cell population maintenance		
2	Zm00001d006351	GO:0044703 multi-organism reproductive process		
2	Zm00001d006351	GO:0045596 negative regulation of cell differentiation		
2	Zm00001d006351	GO:0007155 cell adhesion		
2	Zm00001d006351	GO:0005887 integral component of plasma membrane		
2	Zm00001d006351	GO:0010228 vegetative to reproductive phase transition of meristem		
2	Zm00001d006351	GO:0007267 cell-cell signaling		
2	Zm00001d006351	GO:0035198 miRNA binding		
2	Zm00001d006351	GO:0010072 primary shoot apical meristem specification		
2	Zm00001d006351	GO:0010073 meristem maintenance		
2	Zm00001d006351	GO:0009955 adaxial/abaxial pattern specification		
2	Zm00001d006351	GO:0010267 production of ta-siRNAs involved in RNA interference		
2	Zm00001d006351	GO:0009913 epidermal cell differentiation		
2	Zm00001d006351	GO:0010305 leaf vascular tissue pattern formation		
2	Zm00001d006351	GO:0005829 cytosol		
2	Zm00001d006351	GO:0035197 siRNA binding		
2	Zm00001d006351	GO:0010050 vegetative phase change		
2	Zm00001d006351	GO:0010090 trichome morphogenesis		
2	Zm00001d006351	GO:0009850 auxin metabolic process		
2	Zm00001d006351	GO:0048439 flower morphogenesis		
2	Zm00001d006351	GO:0009855 determination of bilateral symmetry		
2	Zm00001d006351	GO:0010431 seed maturation		
2	Zm00001d006351	GO:0006413 translational initiation		
2	Zm00001d006351	GO:0035196 production of miRNAs involved in gene silencing by miRNA		
2	Zm00001d006351	GO:0003743 translation initiation factor activity		
2	Zm00001d004667	GO:0048208 COPII vesicle coating	 --- 	 --- 
2	Zm00001d004667	GO:0002474 antigen processing and presentation of peptide antigen via MHC class I		
2	Zm00001d004667	GO:0007030 Golgi organization		
2	Zm00001d004667	GO:0019886 antigen processing and presentation of exogenous peptide antigen via MHC class II		
2	Zm00001d004667	GO:0018279 protein N-linked glycosylation via asparagine		
2	Zm00001d004667	GO:0005829 cytosol		
2	Zm00001d004667	GO:0033116 endoplasmic reticulum-Golgi intermediate compartment membrane		
2	Zm00001d004667	GO:0005634 nucleus		
2	Zm00001d004667	GO:0030127 COPII vesicle coat		
2	Zm00001d004667	GO:0006816 calcium ion transport		
2	Zm00001d004667	GO:0042638 exogen		
2	Zm00001d004667	GO:0006412 translation		
2	Zm00001d004667	GO:0008270 zinc ion binding		
2	Zm00001d004667	GO:0006979 response to oxidative stress		
2	Zm00001d004667	GO:0009651 response to salt stress		
2	Zm00001d004667	GO:0048471 perinuclear region of cytoplasm		
2	Zm00001d004667	GO:0005789 endoplasmic reticulum membrane		
2	Zm00001d004667	GO:0043687 post-translational protein modification		
2	Zm00001d004667	GO:0006886 intracellular protein transport		
2	Zm00001d004667	GO:0000139 Golgi membrane		
2	Zm00001d006510	GO:0044710 single-organism metabolic process	 --- 	 --- 
2	Zm00001d006510	GO:0022625 cytosolic large ribosomal subunit		
2	Zm00001d006510	GO:0042256 mature ribosome assembly		
2	Zm00001d006510	GO:0003735 structural constituent of ribosome		
2	Zm00001d006510	GO:0065007 biological regulation		
2	Zm00001d006510	GO:0006412 translation		
2	Zm00001d024373	GO:0005730 nucleolus	 --- 	 --- 
2	Zm00001d024373	GO:0005618 cell wall		
2	Zm00001d024373	GO:0044822 poly(A) RNA binding		
2	Zm00001d024373	GO:0022625 cytosolic large ribosomal subunit		
2	Zm00001d024373	GO:0005774 vacuolar membrane		
2	Zm00001d024373	GO:0003735 structural constituent of ribosome		
2	Zm00001d024373	GO:0000463 maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)		
2	Zm00001d024373	GO:0005886 plasma membrane		
2	Zm00001d024373	GO:0002181 cytoplasmic translation		
2	Zm00001d024373	GO:0009506 plasmodesma		
2	Zm00001d024373	GO:0009507 chloroplast		
2	Zm00001d003680	GO:0005730 nucleolus	 --- 	 --- 
2	Zm00001d003680	GO:0005794 Golgi apparatus		
2	Zm00001d003680	GO:0044710 single-organism metabolic process		
2	Zm00001d003680	GO:0003729 mRNA binding		
2	Zm00001d003680	GO:0052546 cell wall pectin metabolic process		
2	Zm00001d003680	GO:0022625 cytosolic large ribosomal subunit		
2	Zm00001d003680	GO:0005618 cell wall		
2	Zm00001d003680	GO:0005886 plasma membrane		
2	Zm00001d003680	GO:0042788 polysomal ribosome		
2	Zm00001d003680	GO:0005774 vacuolar membrane		
2	Zm00001d003680	GO:0003735 structural constituent of ribosome		
2	Zm00001d003680	GO:0001510 RNA methylation		
2	Zm00001d003680	GO:0052541 plant-type cell wall cellulose metabolic process		
2	Zm00001d003680	GO:0042256 mature ribosome assembly		
2	Zm00001d003680	GO:0006412 translation		
2	Zm00001d003680	GO:0009506 plasmodesma		
2	Zm00001d003680	GO:0000027 ribosomal large subunit assembly		
2	Zm00001d003683	GO:0052541 plant-type cell wall cellulose metabolic process	 --- 	 --- 
2	Zm00001d003683	GO:0044710 single-organism metabolic process		
2	Zm00001d003683	GO:0052546 cell wall pectin metabolic process		
2	Zm00001d003683	GO:0005730 nucleolus		
2	Zm00001d003683	GO:0005618 cell wall		
2	Zm00001d003683	GO:0005886 plasma membrane		
2	Zm00001d003683	GO:0005774 vacuolar membrane		
2	Zm00001d003683	GO:0003735 structural constituent of ribosome		
2	Zm00001d003683	GO:0001510 RNA methylation		
2	Zm00001d003683	GO:0022625 cytosolic large ribosomal subunit		
2	Zm00001d003683	GO:0006412 translation		
2	Zm00001d003683	GO:0009506 plasmodesma		
2	Zm00001d047713	GO:0010494 cytoplasmic stress granule	 --- 	 --- 
2	Zm00001d047713	GO:0043614 multi-eIF complex		
2	Zm00001d047713	GO:0003729 mRNA binding		
2	Zm00001d047713	GO:0043561 regulation of translational initiation in response to osmotic stress		
2	Zm00001d047713	GO:0005840 ribosome		
2	Zm00001d047713	GO:0005850 eukaryotic translation initiation factor 2 complex		
2	Zm00001d047713	GO:0005851 eukaryotic translation initiation factor 2B complex		
2	Zm00001d047713	GO:0005829 cytosol		
2	Zm00001d047713	GO:0000085 mitotic G2 phase		
2	Zm00001d047713	GO:0009220 pyrimidine ribonucleotide biosynthetic process		
2	Zm00001d047713	GO:0009640 photomorphogenesis		
2	Zm00001d047713	GO:0009507 chloroplast		
2	Zm00001d047713	GO:2000045 regulation of G1/S transition of mitotic cell cycle		
2	Zm00001d047713	GO:0007093 mitotic cell cycle checkpoint		
2	Zm00001d047713	GO:0033290 eukaryotic 48S preinitiation complex		
2	Zm00001d047713	GO:0002183 cytoplasmic translational initiation		
2	Zm00001d047713	GO:0043022 ribosome binding		
2	Zm00001d047713	GO:0010388 cullin deneddylation		
2	Zm00001d047713	GO:0005634 nucleus		
2	Zm00001d047713	GO:0071156 regulation of cell cycle arrest		
2	Zm00001d047713	GO:0003743 translation initiation factor activity		
2	Zm00001d014957	GO:0034599 cellular response to oxidative stress	 --- 	 --- 
2	Zm00001d014957	GO:0031117 positive regulation of microtubule depolymerization		
2	Zm00001d014957	GO:0000087 mitotic M phase		
2	Zm00001d014957	GO:0048046 apoplast		
2	Zm00001d014957	GO:0009793 embryo development ending in seed dormancy		
2	Zm00001d014957	GO:0042742 defense response to bacterium		
2	Zm00001d014957	GO:0007067 mitotic nuclear division		
2	Zm00001d014957	GO:0005874 microtubule		
2	Zm00001d014957	GO:0010494 cytoplasmic stress granule		
2	Zm00001d014957	GO:0009579 thylakoid		
2	Zm00001d014957	GO:0007346 regulation of mitotic cell cycle		
2	Zm00001d014957	GO:0009735 response to cytokinin		
2	Zm00001d014957	GO:0009734 auxin-activated signaling pathway		
2	Zm00001d014957	GO:0010252 auxin homeostasis		
2	Zm00001d014957	GO:0005634 nucleus		
2	Zm00001d014957	GO:0009860 pollen tube growth		
2	Zm00001d014957	GO:0005739 mitochondrion		
2	Zm00001d014957	GO:0005774 vacuolar membrane		
2	Zm00001d014957	GO:0005509 calcium ion binding		
